"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/Jonger dan 5 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/5 tot 10 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/10 tot 15 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/15 tot 20 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/20 tot 25 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/25 tot 45 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/45 tot 65 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/65 tot 80 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/80 jaar of ouder (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Totaal met migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Totaal niet-westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Marokko (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/(voormalige) Nederlandse Antillen, Aruba (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Suriname (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Turkije (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Overig niet-westerse migratieachtergrond (%)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (personen per 1 huishouden)";"Bouwen en wonen/Waarde onroerende zaken/Gemiddelde woningwaarde (1 000 euro)"
"2002";"Zaltbommel";7,7;7,3;6,8;6,5;5,6;30,1;24,1;9,2;2,7;8,5;4,1;4,4;2,4;0,2;0,2;0,1;1,5;2,7;154
"2003";"Zaltbommel";7,7;7,1;7;6,5;5,7;29,6;24,4;9,4;2,6;8,6;4,1;4,5;2,5;0,2;0,2;0,1;1,5;2,68;155
"2004";"Zaltbommel";7,8;7,3;7;6,4;5,7;29,2;24,5;9,4;2,7;8,7;4,2;4,5;2,6;0,2;0,2;0,1;1,5;2,7;156
"2005";"Zaltbommel";7,7;7,4;7;6,4;5,4;28,7;25,1;9,6;2,8;8,7;4,1;4,6;2,6;0,2;0,2;0,1;1,5;2,69;248
"2006";"Zaltbommel";7,7;7,5;7,1;6,5;5,2;28,2;25,5;9,7;2,9;8,7;4,2;4,5;2,6;0,2;0,2;0,1;1,5;2,69;250
"2007";"Zaltbommel";7,5;7,5;7,1;6,4;5,3;27,5;25,8;9,9;3;8,9;4,2;4,6;2,7;0,2;0,2;0,1;1,5;2,66;269
"2008";"Zaltbommel";7,3;7,5;6,9;6,6;5,2;27;26,3;10,1;3,1;8,9;4,2;4,7;2,7;0,2;0,2;0,1;1,5;2,66;278
"2009";"Zaltbommel";7;7,6;7,1;6,6;5,3;26,5;26,5;10,3;3,2;9,1;4,4;4,7;2,8;0,2;0,2;0,1;1,5;2,65;285
"2010";"Zaltbommel";6,9;7,5;7,1;6,6;5,3;25,7;27;10,6;3,3;9,5;4,5;4,9;2,8;0,2;0,2;0,1;1,6;2,62;286
"2011";"Zaltbommel";6,6;7,5;7,3;6,6;5,4;25,1;27,4;10,7;3,4;9,8;4,7;5,1;2,9;0,2;0,2;0,1;1,7;2,6;275
"2012";"Zaltbommel";6,5;7,3;7,2;6,7;5,3;24,9;27,3;11,4;3,5;9,9;4,8;5,1;2,8;0,2;0,2;0,1;1,8;2,59;265
"2013";"Zaltbommel";6,2;7,1;7,3;6,5;5,4;24,6;27,3;12;3,5;10,3;5,1;5,2;2,9;0,2;0,2;0,1;1,9;2,56;251
"2014";"Zaltbommel";6,1;6,9;7,4;6,6;5,5;24,1;27,2;12,6;3,6;10,5;5,3;5,2;2,9;0,2;0,2;0,1;1,8;2,55;233
"2015";"Zaltbommel";6;6,9;7,3;6,7;5,4;23,7;27,4;13;3,6;11;5,8;5,3;2,9;0,2;0,2;0,1;1,9;2,54;224
"2016";"Zaltbommel";5,9;6,6;7,2;6,9;5,6;23,3;27,5;13,3;3,7;11,5;6,1;5,4;2,9;0,2;0,2;0,1;2;2,52;228
"2017";"Zaltbommel";5,8;6,5;7,1;6,9;5,7;22,8;27,8;13,5;3,9;11,9;6,3;5,6;2,9;0,2;0,2;0,1;2,3;2,51;233
"2018";"Zaltbommel";5,9;6,2;6,9;7,1;5,8;22,8;27,7;13,7;3,9;12,5;6,8;5,7;2,9;0,1;0,2;0,1;2,4;2,48;241
"2019";"Zaltbommel";5,7;6;6,7;7,1;6,1;23;27,5;13,9;4,1;13,5;7,7;5,8;2,9;0,2;0,2;0,1;2,5;2,43;252
"2020";"Zaltbommel";5,8;5,8;6,7;6,9;6,3;23;27,3;13,9;4,2;13,9;7,9;6;2,9;0,2;0,2;0,1;2,5;2,41;267
"2021";"Zaltbommel";5,8;5,8;6,4;6,9;6,4;23,4;27;14;4,2;14,6;8,3;6,2;2,9;0,2;0,3;0,2;2,8;2,41;
"1995";"Zandvoort";4,5;4,4;3,7;4,6;6,2;28,7;27,3;15,3;5,4;;;;;;;;;2,04;
"1996";"Zandvoort";4,6;4,4;3,8;4,4;6,1;28,3;27,8;15,3;5,3;14,9;11,5;3,4;0,5;0,4;0,4;0,3;1,8;2,03;
"1997";"Zandvoort";4,7;4,6;3,8;4,3;5,5;28,3;28,1;15,2;5,5;14,9;11,4;3,5;0,4;0,4;0,5;0,3;1,8;2,02;79
"1998";"Zandvoort";4,7;4,8;4;4,1;5,2;28,2;28,4;14,9;5,7;15,1;11,4;3,7;0,5;0,4;0,5;0,4;1,9;2,03;92
"1999";"Zandvoort";4,6;4,8;4,4;4;5,1;28,2;28,8;14,7;5,6;15,6;11,6;4;0,5;0,5;0,5;0,4;2,1;2,02;93
"2000";"Zandvoort";4,8;4,9;4,4;3,9;4,8;28,3;29,3;14;5,5;15,8;11,5;4,4;0,6;0,5;0,5;0,4;2,4;2,04;92
"2001";"Zandvoort";4,8;5;4,6;3,9;4,6;28,8;29,3;13,4;5,6;16,4;11,6;4,9;0,7;0,5;0,6;0,4;2,7;2,03;177
"2002";"Zandvoort";5;4,9;4,7;4;4,7;29,1;29,3;12,6;5,6;17,9;12,3;5,6;0,7;0,5;0,7;0,5;3,2;2,03;178
"2003";"Zandvoort";4,9;4,9;4,7;4,2;4,7;28,7;29,7;12,4;5,7;18,4;12,6;5,8;0,8;0,5;0,7;0,5;3,3;2,01;178
"2004";"Zandvoort";4,9;4,8;4,7;4,3;4,5;28,4;29,8;12,7;5,8;18,4;12,8;5,6;0,8;0,5;0,7;0,5;3,1;1,99;178
"2005";"Zandvoort";4,8;4,9;4,8;4,5;4,4;27,6;30,2;12,7;6,1;17,9;12,5;5,5;0,8;0,4;0,6;0,5;3,1;2;266
"2006";"Zandvoort";4,9;4,7;5;4,6;4;26,9;30,8;12,9;6,2;18,2;12,5;5,7;0,7;0,5;0,7;0,5;3,2;2;266
"2007";"Zandvoort";4,8;4,9;4,9;4,8;3,8;26,2;31,3;13,1;6,2;18,2;12,5;5,8;0,7;0,5;0,7;0,5;3,3;2;282
"2008";"Zandvoort";4,7;4,9;4,9;4,8;4;25,7;31,1;13,4;6,5;18,4;12,6;5,8;0,7;0,5;0,7;0,5;3,3;1,99;301
"2009";"Zandvoort";4,5;5;4,7;4,9;4,1;25,2;31,1;13,9;6,6;18,7;12,8;5,9;0,7;0,5;0,8;0,5;3,5;1,99;308
"2010";"Zandvoort";4,4;4,9;4,8;4,8;4,4;24,5;30,9;14,8;6,5;18,9;12,9;6;0,7;0,5;0,8;0,5;3,5;1,99;310
"2011";"Zandvoort";4,1;4,9;4,6;4,9;4,7;23,9;31,1;15,2;6,7;19;13;6;0,7;0,5;0,8;0,5;3,5;1,97;301
"2012";"Zandvoort";3,9;4,7;4,8;4,8;4,8;23,3;30,8;16,3;6,6;19,6;13,3;6,3;0,8;0,5;0,9;0,5;3,6;1,96;289
"2013";"Zandvoort";3,9;4,6;4,9;4,6;4,6;22,9;30,7;17,3;6,5;19,8;13,3;6,5;0,9;0,5;0,8;0,5;3,8;1,95;272
"2014";"Zandvoort";3,9;4,6;4,9;4,6;4,6;22,4;30,5;17,9;6,5;20,3;13,4;6,9;1;0,5;0,8;0,6;4;1,96;255
"2015";"Zandvoort";3,8;4,6;4,8;4,7;4,5;21,6;30,6;18,7;6,6;20,5;13,5;7,1;0,9;0,5;0,8;0,6;4,2;1,96;245
"2016";"Zandvoort";3,9;4,4;4,9;4,6;4,8;20,9;30,7;19,3;6,5;20,7;13,4;7,3;0,9;0,5;0,8;0,6;4,4;1,96;249
"2017";"Zandvoort";4;4,3;4,8;4,8;4,5;20,8;30,9;19,5;6,2;21,3;13,5;7,7;1;0,5;0,8;0,5;4,9;1,96;262
"2018";"Zandvoort";4;4,3;4,8;4,9;4,4;20,8;31,1;19,7;6;22,1;13,8;8,2;1;0,6;0,9;0,6;5,2;1,97;281
"2019";"Zandvoort";4;4,5;4,9;5;4,3;20,6;30,9;19,8;6,1;22,7;14;8,7;1;0,6;0,9;0,7;5,5;1,97;312
"2020";"Zandvoort";3,9;4,4;5;4,8;4,4;20,6;30,6;20;6,3;23,4;14,3;9;1;0,6;0,9;0,7;5,9;1,96;359
"2021";"Zandvoort";3,8;4,5;4,8;4,8;4,3;20,6;30,8;20;6,2;23,7;14,5;9,1;1;0,6;0,9;0,7;5,9;1,96;
"1995";"Zederik";7,8;7,6;7,5;6,8;7,2;30,2;21,4;8,6;3;;;;;;;;;2,89;
"1996";"Zederik";7,7;7,7;7,4;6,8;6,8;30,2;21,4;8,9;3,1;2,9;2,2;0,8;0,1;0;0,1;0;0,5;2,89;
"1997";"Zederik";7,6;7,5;7,4;6,8;6,6;30,1;22;8,9;3,1;2,9;2,2;0,7;0,1;0;0,1;0;0,5;2,86;101
"1998";"Zederik";7,6;7,5;7,4;7;6,3;29,7;22,4;9;3,1;3,1;2,1;0,9;0,1;0;0,1;0;0,7;2,85;102
"1999";"Zederik";7,5;7,7;7,3;7,2;6;29,5;22,6;9,1;3,1;3,2;2,1;1,1;0,1;0;0,2;0;0,8;2,84;102
"2000";"Zederik";7,4;7,7;7,2;7,3;5,8;29,2;22,9;9,2;3,3;3,3;2,2;1,1;0,1;0;0,2;0;0,9;2,84;104
"2001";"Zederik";7,4;7,7;7,3;7,1;5,8;28,7;23,4;9,4;3,3;3,4;2,2;1,1;0,1;0;0,2;0;0,8;2,82;160
"2002";"Zederik";7,3;7,8;7,2;7,1;5,9;28,2;23,9;9,3;3,3;3,6;2,4;1,2;0,1;0,1;0,2;0;0,9;2,81;160
"2003";"Zederik";7,2;7,5;7,4;7;6,1;27,4;24,4;9,5;3,4;3,6;2,3;1,3;0,1;0;0,2;0;1;2,79;157
"2004";"Zederik";6,8;7,5;7,6;7;6,4;26,8;25;9,6;3,4;3,7;2,3;1,3;0;0,1;0,2;0;1;2,79;158
"2005";"Zederik";6,7;7,3;7,5;7;6,4;26,4;25,5;9,8;3,4;3,5;2,3;1,2;0;0;0,1;0;1;2,76;231
"2006";"Zederik";6,3;7,3;7,5;7;6,2;25,9;26,2;10;3,5;3,6;2,3;1,3;0,1;0;0,1;0,1;1;2,76;232
"2007";"Zederik";6,3;7,2;7,6;6,9;6;25,6;26,6;10,2;3,5;3,8;2,3;1,4;0,1;0,1;0,2;0,1;1,1;2,75;257
"2008";"Zederik";6,1;7,3;7,4;7;5,7;25,3;27,2;10,4;3,5;3,8;2,3;1,4;0,1;0,1;0,2;0,1;1,1;2,72;281
"2009";"Zederik";6,2;6,9;7,3;7,1;5,9;24,6;27,5;10,9;3,6;4;2,5;1,5;0,1;0,1;0,2;0,1;1,1;2,71;288
"2010";"Zederik";6,2;7;7,3;7;5,8;24,1;27,7;11,4;3,5;4;2,6;1,5;0,1;0;0,1;0,1;1,2;2,7;286
"2011";"Zederik";6,1;6,6;7,3;7,3;5,8;23,7;28;11,6;3,5;4,2;2,8;1,5;0,1;0;0,1;0,1;1,2;2,65;284
"2012";"Zederik";6,1;6,4;7,1;7,3;5,8;23,4;28;12,2;3,7;4,3;2,7;1,6;0,1;0;0,2;0,1;1,3;2,62;280
"2013";"Zederik";6;6,3;7,1;7;6;23,4;27,6;12,7;3,9;4,2;2,6;1,6;0,1;0,1;0,2;0,1;1,2;2,59;272
"2014";"Zederik";5,9;6,3;6,7;7;6,2;23,1;27,4;13,3;4;4,2;2,5;1,6;0,1;0,1;0,2;0,1;1,2;2,58;258
"2015";"Zederik";5,9;6,3;6,7;6,8;6,1;23,1;27,2;13,7;4,2;4,2;2,6;1,6;0;0,1;0,2;0,1;1,3;2,57;250
"2016";"Zederik";6;6,2;6,2;6,8;6,4;22,8;27,5;13,7;4,4;4,4;2,6;1,8;0,1;0,1;0,2;0,1;1,4;2,56;246
"2017";"Zederik";6,3;6,2;6,1;6,7;6,3;22,7;27,2;14,1;4,4;4,8;2,6;2,2;0,1;0,1;0,2;0,1;1,8;2,55;254
"2018";"Zederik";6,4;6,2;6,1;6,7;5,9;22,6;27,3;14,3;4,4;5,1;2,8;2,3;0,1;0,1;0,2;0,1;1,8;2,55;258
"2019";"Zederik";;;;;;;;;;;;;;;;;;;
"2020";"Zederik";;;;;;;;;;;;;;;;;;;
"2021";"Zederik";;;;;;;;;;;;;;;;;;;
"1995";"Zeevang";6,8;5,7;5,9;6,5;6,5;31;28,6;7,4;1,5;;;;;;;;;2,64;
"1996";"Zeevang";7,2;5,4;6,1;6,6;5,6;31,2;28,9;7,4;1,6;7,7;6,3;1,5;0;0,2;0,4;0,2;0,6;2,64;
"1997";"Zeevang";7,3;6;5,6;6,5;5,3;31;29,1;7,6;1,6;8;6,4;1,6;0;0,3;0,4;0,2;0,7;2,6;108
"1998";"Zeevang";7,3;6,4;5,3;6,2;5,1;31,4;29;7,7;1,5;8,2;6,5;1,7;0;0,3;0,4;0,2;0,9;2,61;108
"1999";"Zeevang";7,5;6,7;5,4;5,6;4,9;30,7;29,8;7,6;1,8;8,3;6,5;1,9;0;0,3;0,4;0,2;1;2,6;109
"2000";"Zeevang";7,3;7,1;5,6;5,2;4,9;30,2;30,3;7,6;1,8;8,6;6,5;2;0;0,3;0,4;0,2;1,1;2,58;110
"2001";"Zeevang";7,2;7,5;5,4;5,3;4,7;29,7;30,7;7,8;1,8;8,7;6,6;2,1;0;0,3;0,4;0,2;1,1;2,59;179
"2002";"Zeevang";6,8;7,6;6;5;4,9;28,5;31;8,2;2;8,6;6,6;2;0;0,3;0,4;0,2;1,2;2,57;180
"2003";"Zeevang";6,9;7,6;6,5;4,9;4,5;27,8;31,5;8,3;2,1;8,7;6,6;2,1;0;0,2;0,4;0,3;1,2;2,57;181
"2004";"Zeevang";6,5;7,9;6,9;5;4,1;27,1;31,6;8,6;2,2;8,9;6,6;2,3;0,1;0,2;0,4;0,2;1,3;2,56;182
"2005";"Zeevang";5,8;7,7;7,4;5,3;3,7;26,2;32,5;9;2,4;8,7;6,6;2,1;0;0,3;0,4;0,2;1,2;2,53;273
"2006";"Zeevang";5,8;7,6;7,7;5,2;3,9;25,3;32,4;9,8;2,3;8,8;6,5;2,3;0;0,3;0,4;0,3;1,3;2,54;274
"2007";"Zeevang";5,7;7,2;7,7;5,8;3,8;24,8;32,5;10,1;2,4;8,9;6,6;2,4;0;0,3;0,4;0,3;1,4;2,55;286
"2008";"Zeevang";5,3;7,4;7,5;6;4,1;24,2;32,6;10,4;2,4;9;6,6;2,5;0,1;0,2;0,4;0,3;1,4;2,55;307
"2009";"Zeevang";5,2;6,8;7,8;6,3;4;23,2;32,8;11,3;2,5;9,5;6,7;2,8;0,2;0,2;0,5;0,4;1,7;2,53;315
"2010";"Zeevang";5,5;6,2;7,5;6,7;4,1;22,2;33,1;12,1;2,7;9,7;6,7;3;0,1;0,2;0,4;0,4;1,8;2,5;314
"2011";"Zeevang";4,8;6;7,5;7,1;4,3;21,3;33,3;12,8;2,9;10,2;7;3,2;0,2;0,2;0,4;0,4;2;2,48;310
"2012";"Zeevang";4,8;5,8;7,1;7,2;4,6;20,3;32,9;14,2;3;10,3;7,3;3;0,2;0,2;0,5;0,4;1,7;2,46;302
"2013";"Zeevang";4,6;5,4;7;7;5;19,5;32,8;15,5;3,2;10,3;7,3;3;0,2;0,2;0,6;0,4;1,6;2,45;289
"2014";"Zeevang";3,9;5,5;6,6;7,1;5,7;18,9;32,4;16,5;3,4;11,1;8;3,1;0,2;0,2;0,5;0,4;1,8;2,4;272
"2015";"Zeevang";3,6;5,3;6,2;7,2;6,1;18,3;32,5;17,4;3,4;11,3;8;3,3;0,2;0,2;0,6;0,4;2;2,39;265
"2016";"Zeevang";;;;;;;;;;;;;;;;;;;
"2017";"Zeevang";;;;;;;;;;;;;;;;;;;
"2018";"Zeevang";;;;;;;;;;;;;;;;;;;
"2019";"Zeevang";;;;;;;;;;;;;;;;;;;
"2020";"Zeevang";;;;;;;;;;;;;;;;;;;
"2021";"Zeevang";;;;;;;;;;;;;;;;;;;
"1995";"Zeewolde";11,7;10,2;7;4,4;4,6;41,8;14,8;5,2;0,3;;;;;;;;;2,84;
"1996";"Zeewolde";11,3;10,4;7,4;4,5;4,3;41;15,3;5,7;0,3;9;6,8;2,3;0,1;0,3;0,6;0,1;1,2;2,86;
"1997";"Zeewolde";10,7;10,6;7,8;4,6;4,1;40,6;15,4;6;0,4;9,2;6,7;2,5;0,1;0,3;0,6;0,1;1,5;2,85;101
"1998";"Zeewolde";10,4;10,5;8,3;4,8;4,1;40,1;15,5;6;0,4;10;6,8;3,2;0,2;0,3;0,6;0,2;2;2,84;100
"1999";"Zeewolde";10,6;10,1;8,3;4,9;4,1;39,8;15,6;6,1;0,4;10,8;6,9;3,9;0,2;0,3;0,6;0,2;2,6;2,79;100
"2000";"Zeewolde";10,3;10,4;8,4;5,3;3,9;38,8;16,1;6,3;0,5;12,1;7,5;4,6;0,3;0,3;0,6;0,2;3,2;2,77;99
"2001";"Zeewolde";10,1;10,2;8,7;5,5;3,9;38,2;16,5;6,2;0,6;13,5;8,2;5,2;0,2;0,3;0,6;0,2;3,9;2,73;155
"2002";"Zeewolde";9,8;10;9;6;3,9;37,3;17;6,2;0,7;14,9;8,3;6,6;0,3;0,3;0,6;0,3;5,1;2,69;156
"2003";"Zeewolde";9,3;9,8;8,9;6,6;4;36,2;18,1;6,2;0,9;14,7;8,2;6,5;0,3;0,4;0,6;0,3;5;2,69;157
"2004";"Zeewolde";8,7;9,7;8,8;6,6;4,3;35,1;19,4;6,3;1;12,2;7,6;4,6;0,3;0,3;0,6;0,2;3,1;2,71;158
"2005";"Zeewolde";8,5;9,4;9,1;6,8;4,3;33,6;20,7;6,5;1,1;10,7;7,3;3,4;0,3;0,3;0,6;0,1;2;2,77;232
"2006";"Zeewolde";8,2;9,1;9,1;7,1;4,4;32,4;21,9;6,6;1,2;10,8;7,4;3,4;0,3;0,4;0,6;0,1;2,1;2,74;233
"2007";"Zeewolde";7,9;9;8,9;7,5;4,4;31,3;23,1;6,7;1,3;10,9;7,3;3,6;0,3;0,4;0,6;0,2;2,3;2,75;238
"2008";"Zeewolde";7,5;9;8,8;7,4;4,8;30,4;23,9;6,8;1,4;11;7,3;3,7;0,3;0,4;0,6;0,2;2,3;2,71;251
"2009";"Zeewolde";7,1;8,6;8,9;7,4;4,9;29,4;24,9;7,2;1,6;11,3;7,4;3,9;0,3;0,4;0,6;0,2;2,4;2,68;254
"2010";"Zeewolde";6,6;8,5;9;7,6;4,9;28,4;26;7,4;1,7;11,5;7,4;4,2;0,3;0,4;0,6;0,2;2,6;2,66;258
"2011";"Zeewolde";6,3;8,3;8,8;7,7;5,3;27,1;27,1;7,5;1,9;11,8;7,4;4,4;0,3;0,4;0,6;0,2;2,7;2,63;256
"2012";"Zeewolde";6,1;8;8,8;7,8;5,3;26;28,1;7,9;2;12,1;7,6;4,5;0,3;0,5;0,7;0,2;2,8;2,61;253
"2013";"Zeewolde";6;7,5;8,8;7,8;5,4;25,2;28,8;8,3;2,1;12,4;7,8;4,5;0,4;0,5;0,6;0,2;2,8;2,6;246
"2014";"Zeewolde";5,8;7;8,5;8;6;24,7;29,2;8,7;2,1;13,8;9,4;4,4;0,4;0,4;0,6;0,3;2,7;2,53;235
"2015";"Zeewolde";5,6;6,5;8,2;8;7;24,1;29,6;8,6;2,3;15,7;11,1;4,6;0,4;0,5;0,6;0,3;2,8;2,45;229
"2016";"Zeewolde";5,5;6,2;8;7,8;7;24,1;30,1;8,9;2,3;16,6;11,8;4,8;0,4;0,5;0,6;0,3;3,1;2,42;228
"2017";"Zeewolde";5,3;6;7,6;7,9;6,8;24,2;30,5;9,1;2,5;18,3;12,3;6;0,4;0,4;0,6;0,3;4,3;2,39;229
"2018";"Zeewolde";5,3;6;7,2;7,9;6,4;24,1;31;9,6;2,6;18,3;11,9;6,3;0,4;0,4;0,6;0,3;4,6;2,39;240
"2019";"Zeewolde";5,3;5,8;6,8;7,4;6,5;24,1;31,4;10;2,8;17,3;11,9;5,4;0,4;0,5;0,6;0,3;3,6;2,37;254
"2020";"Zeewolde";5,2;5,8;6,3;7,3;6,5;24,6;31;10,3;2,9;18,4;12,8;5,6;0,4;0,5;0,7;0,4;3,7;2,33;265
"2021";"Zeewolde";5,2;5,8;6;7,2;6,2;24,5;31;11,1;3;18,1;12,4;5,7;0,4;0,4;0,7;0,5;3,7;2,34;
"1995";"Zeist";5,3;5,3;5,7;6,4;7,3;28,4;23,9;12,8;5;;;;;;;;;2,2;
"1996";"Zeist";5,3;5,4;5,6;6,4;7,1;28,3;24,1;12,8;5,1;17,9;9,7;8,2;3,6;0,5;1,5;0,6;2,1;2,19;
"1997";"Zeist";5,3;5,4;5,6;6,4;6,7;28,4;24,3;12,7;5,2;18,1;9,7;8,4;3,7;0,5;1,4;0,6;2,1;2,17;116
"1998";"Zeist";5,3;5,4;5,6;6,4;6,5;28,4;24,7;12,6;5,1;18,4;9,6;8,7;3,9;0,5;1,5;0,6;2,2;2,16;116
"1999";"Zeist";5,5;5,4;5,5;6,2;6,4;28,3;24,9;12,5;5,2;18,9;9,7;9,2;4;0,5;1,4;0,7;2,6;2,14;116
"2000";"Zeist";5,6;5,6;5,5;6,1;6,2;28,3;25,2;12,3;5,2;19,4;9,9;9,5;4,1;0,6;1,4;0,7;2,7;2,13;113
"2001";"Zeist";5,8;5,6;5,5;5,9;6,2;28,1;25,6;12,2;5,2;19,7;9,9;9,8;4,3;0,6;1,4;0,7;2,9;2,13;190
"2002";"Zeist";5,7;5,5;5,6;6;6,3;27,7;26;12;5,3;19,9;9,8;10,1;4,5;0,6;1,4;0,7;2,9;2,13;191
"2003";"Zeist";5,8;5,5;5,7;6;6,1;27,2;26,3;11,8;5,5;20,1;9,8;10,3;4,6;0,7;1,4;0,7;2,9;2,13;193
"2004";"Zeist";6;5,6;5,7;5,9;6,1;27,2;26,2;11,8;5,5;20,2;9,8;10,4;4,7;0,7;1,4;0,7;3;2,12;194
"2005";"Zeist";6;5,7;5,8;6;5,9;26,8;26,5;11,8;5,5;20,6;9,8;10,8;4,9;0,7;1,4;0,8;3,1;2,13;275
"2006";"Zeist";6;5,9;5,7;6,1;5,7;26,5;26,6;11,9;5,5;20,8;9,7;11,1;5,1;0,7;1,4;0,8;3,1;2,13;284
"2007";"Zeist";6,1;5,9;5,8;6,1;5,6;26,1;27;11,9;5,5;20,9;9,6;11,3;5,2;0,7;1,5;0,8;3,2;2,12;305
"2008";"Zeist";5,9;6,1;5,8;6,2;5,7;25,6;27,1;11,9;5,6;21,2;9,6;11,6;5,3;0,7;1,5;0,8;3,2;2,12;330
"2009";"Zeist";5,8;6,2;5,8;6,1;5,9;25;27,5;12,1;5,7;21,4;9,7;11,7;5,4;0,7;1,5;0,9;3,3;2,11;345
"2010";"Zeist";5,7;6,3;5,9;6,2;5,7;24,5;27,8;12,4;5,7;21,7;9,7;12;5,5;0,7;1,5;0,9;3,4;2,12;350
"2011";"Zeist";5,6;6,2;6,1;6;5,6;24,5;28;12,3;5,7;21,9;9,8;12,2;5,6;0,7;1,5;0,9;3,5;2,12;342
"2012";"Zeist";5,5;6,2;6,1;6,1;5,8;24,2;27,6;12,8;5,7;22,3;9,8;12,5;5,8;0,7;1,5;0,9;3,7;2,12;330
"2013";"Zeist";5,5;6,1;6,3;6;5,7;23,8;27,4;13,3;5,8;22,5;9,8;12,7;5,8;0,8;1,5;0,9;3,8;2,12;316
"2014";"Zeist";5,5;6;6,4;6;5,6;23,3;27,5;13,8;5,9;22,7;9,8;12,9;5,9;0,7;1,5;0,9;3,9;2,12;297
"2015";"Zeist";5,5;5,9;6,4;6;5,7;23;27,5;14,1;5,9;23;9,8;13,2;5,9;0,7;1,5;0,9;4,2;2,11;284
"2016";"Zeist";5,5;5,9;6,3;6,1;5,5;22,9;27,4;14,4;5,9;23,1;9,8;13,4;5,9;0,7;1,4;0,9;4,5;2,13;285
"2017";"Zeist";5,6;5,8;6,3;6,2;5,4;22,9;27,3;14,6;5,9;23,4;9,7;13,7;5,8;0,6;1,5;0,9;4,8;2,13;296
"2018";"Zeist";5,6;5,8;6,2;6,4;5,4;22,7;27,2;14,8;5,8;23,6;9,7;13,9;5,9;0,6;1,4;0,9;5;2,13;318
"2019";"Zeist";5,6;5,9;6,1;6,4;5,5;22,6;27,1;14,9;5,9;23,4;9,6;13,8;5,9;0,7;1,4;0,9;5;2,14;333
"2020";"Zeist";5,5;6;6;6,4;5,7;22,8;26,7;14,9;6;23,6;9,7;14;5,8;0,7;1,4;0,9;5,2;2,14;373
"2021";"Zeist";5,2;5,9;6;6,3;5,6;23;26,7;15,2;6;23,8;9,8;14;5,7;0,7;1,4;0,9;5,3;2,14;
"1995";"Zelhem";6,4;5;5,6;5,6;6,9;30;25,7;11,6;3,4;;;;;;;;;2,69;
"1996";"Zelhem";6,8;5;5,4;5,5;6,2;30,1;25,9;11,8;3,3;4,7;3,3;1,4;0;0;0,2;0,5;0,7;2,68;
"1997";"Zelhem";6,5;5,4;5,4;5,3;5,8;30,1;26,4;11,9;3,3;4,7;3,3;1,4;0;0;0,2;0,5;0,7;2,64;99
"1998";"Zelhem";6,3;5,9;5,1;5,6;5;30,2;26,5;12;3,3;4,9;3,4;1,6;0;0;0,2;0,6;0,7;2,61;99
"1999";"Zelhem";6,2;6,4;4,9;5,5;4,7;30,2;26,7;11,9;3,5;5,1;3,4;1,7;0,1;0;0,2;0,5;0,9;2,59;99
"2000";"Zelhem";6,2;6,5;5,1;5,5;4,5;29,6;27,2;12,2;3,3;5,1;3,4;1,7;0,1;0;0,1;0,6;0,9;2,59;99
