"Geslacht;""Leeftijd"";""Nationaliteit"";""Perioden"";""Regio's"";""Bevolking (aantal)"""
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Zuid-Limburg (CR)"";28406"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Zuid-Limburg (CR)"";29464"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Zuid-Limburg (CR)"";30871"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Zuid-Limburg (CR)"";31853"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Zuid-Limburg (CR)"";33460"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2012"";""Flevoland (CR)"";8198"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2013"";""Flevoland (CR)"";8828"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2014"";""Flevoland (CR)"";9449"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2015"";""Flevoland (CR)"";10515"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2016"";""Flevoland (CR)"";11364"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2017"";""Flevoland (CR)"";12288"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2018"";""Flevoland (CR)"";13292"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2019"";""Flevoland (CR)"";14673"
"Totaal mannen en vrouwen;""Totaal"";""Westerse nationaliteiten ex. Nederlands"";""2020"";""Flevoland (CR)"";16515"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Oost-Groningen (CR)"";428"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Oost-Groningen (CR)"";432"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Oost-Groningen (CR)"";465"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Oost-Groningen (CR)"";1357"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Oost-Groningen (CR)"";1937"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Oost-Groningen (CR)"";1371"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Oost-Groningen (CR)"";1403"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Oost-Groningen (CR)"";1849"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Oost-Groningen (CR)"";2412"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Delfzijl en omgeving (CR)"";239"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Delfzijl en omgeving (CR)"";203"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Delfzijl en omgeving (CR)"";212"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Delfzijl en omgeving (CR)"";392"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Delfzijl en omgeving (CR)"";376"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Delfzijl en omgeving (CR)"";543"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Delfzijl en omgeving (CR)"";555"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Delfzijl en omgeving (CR)"";690"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Delfzijl en omgeving (CR)"";753"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Overig Groningen (CR)"";3833"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Overig Groningen (CR)"";4036"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Overig Groningen (CR)"";4263"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Overig Groningen (CR)"";4629"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Overig Groningen (CR)"";5127"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Overig Groningen (CR)"";6118"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Overig Groningen (CR)"";7232"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Overig Groningen (CR)"";8060"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Overig Groningen (CR)"";8664"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Noord-Friesland (CR)"";1591"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Noord-Friesland (CR)"";1617"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Noord-Friesland (CR)"";1659"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Noord-Friesland (CR)"";1868"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Noord-Friesland (CR)"";2285"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Noord-Friesland (CR)"";3162"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Noord-Friesland (CR)"";3660"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Noord-Friesland (CR)"";3987"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Noord-Friesland (CR)"";4331"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuidwest-Friesland (CR)"";330"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuidwest-Friesland (CR)"";350"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuidwest-Friesland (CR)"";405"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuidwest-Friesland (CR)"";455"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuidwest-Friesland (CR)"";621"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuidwest-Friesland (CR)"";1226"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuidwest-Friesland (CR)"";1721"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuidwest-Friesland (CR)"";1587"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuidwest-Friesland (CR)"";1933"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuidoost-Friesland (CR)"";668"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuidoost-Friesland (CR)"";705"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuidoost-Friesland (CR)"";750"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuidoost-Friesland (CR)"";954"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuidoost-Friesland (CR)"";1138"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuidoost-Friesland (CR)"";1537"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuidoost-Friesland (CR)"";1765"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuidoost-Friesland (CR)"";2006"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuidoost-Friesland (CR)"";2187"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Noord-Drenthe (CR)"";691"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Noord-Drenthe (CR)"";581"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Noord-Drenthe (CR)"";623"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Noord-Drenthe (CR)"";712"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Noord-Drenthe (CR)"";1208"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Noord-Drenthe (CR)"";3431"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Noord-Drenthe (CR)"";3011"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Noord-Drenthe (CR)"";2140"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Noord-Drenthe (CR)"";2482"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuidoost-Drenthe (CR)"";643"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuidoost-Drenthe (CR)"";650"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuidoost-Drenthe (CR)"";718"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuidoost-Drenthe (CR)"";846"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuidoost-Drenthe (CR)"";978"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuidoost-Drenthe (CR)"";1361"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuidoost-Drenthe (CR)"";1725"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuidoost-Drenthe (CR)"";1981"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuidoost-Drenthe (CR)"";2128"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuidwest-Drenthe (CR)"";389"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuidwest-Drenthe (CR)"";393"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuidwest-Drenthe (CR)"";396"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuidwest-Drenthe (CR)"";499"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuidwest-Drenthe (CR)"";896"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuidwest-Drenthe (CR)"";1133"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuidwest-Drenthe (CR)"";1270"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuidwest-Drenthe (CR)"";1434"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuidwest-Drenthe (CR)"";1569"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Noord-Overijssel (CR)"";1614"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Noord-Overijssel (CR)"";1555"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Noord-Overijssel (CR)"";1632"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Noord-Overijssel (CR)"";1729"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Noord-Overijssel (CR)"";2452"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Noord-Overijssel (CR)"";3025"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Noord-Overijssel (CR)"";3835"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Noord-Overijssel (CR)"";4242"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Noord-Overijssel (CR)"";4641"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuidwest-Overijssel (CR)"";2193"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuidwest-Overijssel (CR)"";2133"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuidwest-Overijssel (CR)"";1983"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuidwest-Overijssel (CR)"";2103"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuidwest-Overijssel (CR)"";2230"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuidwest-Overijssel (CR)"";2536"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuidwest-Overijssel (CR)"";2839"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuidwest-Overijssel (CR)"";2959"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuidwest-Overijssel (CR)"";3069"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Twente (CR)"";7165"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Twente (CR)"";7109"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Twente (CR)"";7205"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Twente (CR)"";7257"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Twente (CR)"";8524"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Twente (CR)"";9616"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Twente (CR)"";10318"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Twente (CR)"";11192"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Twente (CR)"";12136"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Veluwe (CR)"";6466"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Veluwe (CR)"";6627"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Veluwe (CR)"";6511"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Veluwe (CR)"";6538"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Veluwe (CR)"";7392"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Veluwe (CR)"";8998"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Veluwe (CR)"";10060"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Veluwe (CR)"";11232"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Veluwe (CR)"";12757"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Achterhoek (CR)"";2192"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Achterhoek (CR)"";2156"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Achterhoek (CR)"";2160"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Achterhoek (CR)"";2402"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Achterhoek (CR)"";3167"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Achterhoek (CR)"";4212"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Achterhoek (CR)"";4693"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Achterhoek (CR)"";4825"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Achterhoek (CR)"";5315"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Arnhem/Nijmegen (CR)"";8076"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Arnhem/Nijmegen (CR)"";8098"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Arnhem/Nijmegen (CR)"";8089"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Arnhem/Nijmegen (CR)"";8286"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Arnhem/Nijmegen (CR)"";9588"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Arnhem/Nijmegen (CR)"";11398"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Arnhem/Nijmegen (CR)"";13143"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Arnhem/Nijmegen (CR)"";14052"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Arnhem/Nijmegen (CR)"";15271"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zuidwest-Gelderland (CR)"";1886"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zuidwest-Gelderland (CR)"";1789"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zuidwest-Gelderland (CR)"";1775"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zuidwest-Gelderland (CR)"";1814"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zuidwest-Gelderland (CR)"";2127"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zuidwest-Gelderland (CR)"";2531"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zuidwest-Gelderland (CR)"";2830"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zuidwest-Gelderland (CR)"";3063"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zuidwest-Gelderland (CR)"";3236"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Utrecht (CR)"";19910"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Utrecht (CR)"";19585"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Utrecht (CR)"";19500"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Utrecht (CR)"";19754"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Utrecht (CR)"";21698"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Utrecht (CR)"";24569"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Utrecht (CR)"";27616"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Utrecht (CR)"";30635"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Utrecht (CR)"";33747"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Kop van Noord-Holland (CR)"";2427"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Kop van Noord-Holland (CR)"";2286"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Kop van Noord-Holland (CR)"";2264"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Kop van Noord-Holland (CR)"";2435"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Kop van Noord-Holland (CR)"";3084"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Kop van Noord-Holland (CR)"";3814"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Kop van Noord-Holland (CR)"";4409"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Kop van Noord-Holland (CR)"";4778"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Kop van Noord-Holland (CR)"";5377"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Alkmaar en omgeving (CR)"";2218"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Alkmaar en omgeving (CR)"";2206"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Alkmaar en omgeving (CR)"";2162"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Alkmaar en omgeving (CR)"";2245"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Alkmaar en omgeving (CR)"";2587"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Alkmaar en omgeving (CR)"";3400"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Alkmaar en omgeving (CR)"";3712"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Alkmaar en omgeving (CR)"";3823"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Alkmaar en omgeving (CR)"";4205"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""IJmond (CR)"";2357"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""IJmond (CR)"";2376"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""IJmond (CR)"";2402"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""IJmond (CR)"";2362"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""IJmond (CR)"";2609"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""IJmond (CR)"";2965"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""IJmond (CR)"";3271"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""IJmond (CR)"";3563"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""IJmond (CR)"";3766"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Agglomeratie Haarlem (CR)"";3925"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Agglomeratie Haarlem (CR)"";3873"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Agglomeratie Haarlem (CR)"";3951"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Agglomeratie Haarlem (CR)"";3890"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Agglomeratie Haarlem (CR)"";4147"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Agglomeratie Haarlem (CR)"";4705"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Agglomeratie Haarlem (CR)"";5012"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Agglomeratie Haarlem (CR)"";5607"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Agglomeratie Haarlem (CR)"";6180"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Zaanstreek (CR)"";3742"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Zaanstreek (CR)"";3717"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Zaanstreek (CR)"";3699"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Zaanstreek (CR)"";3647"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Zaanstreek (CR)"";3824"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2017"";""Zaanstreek (CR)"";4212"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2018"";""Zaanstreek (CR)"";4600"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2019"";""Zaanstreek (CR)"";4899"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2020"";""Zaanstreek (CR)"";5326"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2012"";""Groot-Amsterdam (CR)"";50520"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2013"";""Groot-Amsterdam (CR)"";49424"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2014"";""Groot-Amsterdam (CR)"";49022"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2015"";""Groot-Amsterdam (CR)"";48898"
"Totaal mannen en vrouwen;""Totaal"";""Niet-westerse nationaliteiten"";""2016"";""Groot-Amsterdam (CR)"";51415"
